SeriesInd,group,Var01,Var02,Var03,Var05,Var07
42749,S05,73.309998,11979800,72.410004,72.440002,72.860001
42750,S05,74.699997,15214200,73.370003,73.510002,74.300003
42751,S05,75.470001,15603000,73.849998,74.410004,74.459999
42752,S05,73.559998,23180200,72.120003,73.260002,72.68
42755,S05,73.610001,10853000,72.730003,73.099998,73.389999
42756,S05,73.519997,14245200,72.019997,72.349998,72.739998
42757,S05,73.199997,13784800,72.290001,72.870003,72.300003
42758,S05,73.150002,14584200,71.720001,72,72.730003
42759,S05,73.529999,15175300,72.760002,73.290001,73.230003
42762,S05,73.459999,14571900,72.400002,72.620003,72.599998
42763,S05,73.190002,13754400,72.139999,72.650002,72.970001
42764,S05,74.349998,18176500,73.330002,73.400002,74.349998
42765,S05,75.580002,14397800,73.300003,75.199997,74.059998
42766,S05,75.900002,18811300,73.029999,73.389999,75.879997
42769,S05,77.150002,18486700,75.790001,76.650002,76.809998
42770,S05,78.559998,18757900,76.260002,76.959999,77.889999
42771,S05,79.290001,18666300,77.529999,78.970001,79.199997
42772,S05,80.110001,14344700,78.540001,79.309998,80.029999
42773,S05,80.169998,17384700,78.620003,80.050003,79.260002
42776,S05,79.589996,9931800,78.720001,79.589996,79.300003
42777,S05,79.550003,12326600,78.489998,78.720001,79.160004
42778,S05,80.480003,14486000,78.779999,78.970001,80.160004
42779,S05,81.529999,13640900,79.900002,80.190002,81.480003
42780,S05,82.5,14304400,81.449997,82.260002,82.480003
42783,S05,82.169998,14155800,80.760002,82.010002,80.989998
42784,S05,81.059998,12312400,80.199997,80.550003,80.830002
42785,S05,81.150002,10274900,80.110001,80.860001,80.209999
42786,S05,82.959999,14823500,80.660004,80.68,82.889999
42787,S05,83,13215700,81.889999,82.410004,82.980003
42790,S05,82.730003,12576400,81.169998,82.519997,81.220001
42791,S05,81.160004,13579400,79.730003,80.57,81.089996
42792,S05,82.580002,12473000,80.93,81.309998,82.279999
42793,S05,83.220001,10341200,81.790001,81.790001,82.230003
42794,S05,83.879997,18758600,81.260002,82.470001,82.739998
42797,S05,85.93,21266500,82.089996,82.300003,85.279999
42798,S05,87.440002,20115900,85.580002,85.660004,86.849998
42799,S05,87.080002,14245400,85.699997,86.769997,85.980003
42800,S05,86.230003,12291100,84.5,85.550003,84.809998
42801,S05,84.470001,12491700,83.220001,83.93,84.470001
42804,S05,83.599998,13551200,81.800003,83.559998,81.949997
42805,S05,82.610001,14238000,81.860001,81.93,82.349998
42806,S05,82.559998,9598000,81.400002,82.419998,81.620003
42807,S05,81.279999,16050600,79.32,80.57,79.410004
42808,S05,79.580002,17527300,77.940002,79.279999,78.099998
42811,S05,80.989998,14548100,77.910004,77.940002,80.900002
42812,S05,80.879997,10011700,79.629997,80.709999,79.959999
42813,S05,80.900002,10884600,79.589996,79.889999,80.739998
42814,S05,80.779999,9453300,80.040001,80.510002,80.300003
42815,S05,80.940002,10144400,79.650002,80.57,79.790001
42818,S05,80.709999,11868400,79.059998,79.599998,80.279999
42819,S05,82.349998,15055500,80.199997,80.349998,81.879997
42820,S05,82.169998,8980400,81.099998,81.300003,81.25
42822,S05,81.260002,4156600,80.459999,80.580002,81.230003
42825,S05,82.650002,17729200,81.25,81.419998,81.660004
42826,S05,82.129997,13917000,81.269997,81.760002,81.889999
42827,S05,81.639999,16300000,79.419998,81.309998,79.550003
42828,S05,79.849998,14870300,78.019997,79.720001,78.410004
42829,S05,78.980003,20156400,77.029999,77.349998,78.860001
42832,S05,77.5,17676100,75.75,77.330002,76.800003
42833,S05,76.349998,24217600,73.790001,75.269997,74.629997
42834,S05,77.190002,22036300,74.730003,74.839996,75.629997
42835,S05,77.5,20076900,75.519997,75.800003,75.690002
42836,S05,75.540001,20473100,74.339996,74.82,74.339996
42839,S05,76.220001,21976500,74.089996,74.300003,76.029999
42840,S05,79.599998,24366800,77.330002,77.43,79.43
42841,S05,79.610001,17233900,78,79.040001,79.150002
42842,S05,79.230003,17362900,77.949997,79.019997,77.959999
42843,S05,78.779999,28836000,77.059998,77.57,77.279999
42846,S05,78.099998,14460500,76.650002,77.790001,77.260002
42847,S05,77.900002,13855800,77.209999,77.699997,77.650002
42848,S05,80.220001,15184200,78.32,78.68,80.190002
42849,S05,80.269997,5848300,79.120003,80.269997,79.330002
42853,S05,78.860001,9715800,77.910004,78.120003,78.739998
42854,S05,80.080002,8839000,78.839996,79.989998,79.160004
42855,S05,78.989998,9314600,77.970001,78.32,78.110001
42856,S05,78.440002,10235700,77.43,77.510002,77.949997
42860,S05,77.940002,20400100,76.459999,77.5,77.459999
42861,S05,78.139999,11993500,76.919998,77.190002,78.120003
42862,S05,77.639999,18826900,76.589996,76.639999,77.470001
42863,S05,77.989998,21263800,75.900002,76.059998,76.230003
42864,S05,76.650002,19033600,74.5,76.349998,74.690002
42867,S05,75.120003,21353000,72.559998,75.010002,73.690002
42868,S05,75.419998,21864100,73.150002,74.120003,75.199997
42869,S05,77.059998,26052700,74.940002,75.849998,75.650002
42870,S05,79.919998,33806700,75.800003,76.209999,79.120003
42871,S05,78.169998,27985300,76.300003,76.330002,77.580002
42875,S05,78.239998,22684500,75.190002,77.93,76.400002
42876,S05,75.720001,33300800,71.550003,75.07,73.18
42877,S05,74.989998,22265600,72.610001,73.160004,74.099998
42878,S05,76.769997,22530300,74.720001,76.419998,76.57
42881,S05,76.339996,17086600,73.900002,75.75,73.980003
42882,S05,76.769997,18724700,74.25,74.769997,76.699997
42883,S05,77.470001,18106100,74.720001,76,75.290001
42884,S05,77.660004,16157700,75.620003,77.349998,76.989998
42885,S05,77.849998,25161900,76.25,76.730003,77.849998
42888,S05,76.790001,16754200,75.440002,76.660004,76.290001
42889,S05,75.620003,21404200,73.550003,74.190002,74.589996
42890,S05,78.529999,25873700,74.260002,75.529999,78.480003
42891,S05,80,23658700,77.559998,78.580002,79.830002
42892,S05,80.099998,26719900,78.57,79.400002,80.080002
42895,S05,81.779999,26601200,78.910004,79.300003,81.160004
42896,S05,80.669998,18418100,78.690002,79.980003,80.080002
42897,S05,,16610900,,,
42898,S05,,19331600,,,
42899,S05,81.07,16767200,79.809998,80.080002,81.029999
42903,S05,81.849998,15912200,80.279999,81.699997,81.220001
42904,S05,82.779999,17006700,81.160004,81.650002,82
42905,S05,83.059998,14873700,81.860001,82.900002,82.449997
42906,S05,82.550003,13615900,80.910004,82.190002,82.5
42909,S05,83.440002,14595200,82.199997,82.5,82.389999
42910,S05,82.370003,11041600,80.879997,81.989998,81.230003
42911,S05,81.769997,13777500,79.669998,79.910004,81.519997
42912,S05,82.07,13706400,80.019997,81.559998,82.010002
42913,S05,83.080002,14343300,81.690002,82.889999,81.75
42916,S05,82.400002,18903600,80.050003,81.879997,80.150002
42917,S05,81.769997,15730600,80.32,80.559998,81.279999
42918,S05,82.720001,14094400,80.309998,80.949997,82.699997
42919,S05,82.720001,13216200,81.540001,82.660004,82.400002
42920,S05,82.970001,18402700,81.760002,82.660004,82.290001
42923,S05,84.459999,18945600,82.209999,82.309998,84.459999
42924,S05,84.209999,14003900,82.480003,84,82.629997
42925,S05,83.849998,14139300,82.239998,83.220001,82.400002
42926,S05,82.660004,15898300,80.93,82.419998,82.18
42927,S05,83.529999,15370200,82.010002,83.220001,82.190002
42930,S05,82.639999,13344600,81.019997,81.480003,82.410004
42931,S05,82.849998,9213000,81.519997,81.599998,82.82
42932,S05,83.160004,11492100,81.940002,83.019997,82.870003
42933,S05,84.68,13673900,82.720001,83.68,84.099998
42934,S05,84.599998,19637000,83.25,84.589996,84.199997
42937,S05,84.139999,8385400,83.5,83.839996,83.620003
42938,S05,84.860001,13005100,83.010002,83.080002,84.120003
42939,S05,84.300003,12748900,83.519997,83.860001,83.75
42940,S05,84.029999,9368300,82.93,82.940002,83.980003
42944,S05,84.360001,7490400,83.699997,84.029999,84.220001
42945,S05,84.610001,9977900,83.160004,83.669998,84.529999
42946,S05,85.050003,10807000,84,85.029999,84.519997
42947,S05,85.099998,13896900,83.589996,84.07,83.589996
42948,S05,83.389999,12235300,82.389999,82.400002,82.959999
42951,S05,83.900002,8050200,82.779999,83.059998,83.160004
42952,S05,83.129997,10446800,81.989998,82.610001,82.209999
42953,S05,83.459999,9320200,82.300003,82.690002,83.309998
42954,S05,83.169998,8267100,82.050003,82.760002,82.370003
42955,S05,83.449997,9376200,82.849998,83.300003,83.209999
42958,S05,84.239998,9925000,83.279999,83.330002,83.32
42959,S05,84.629997,9986100,83.370003,83.690002,84.349998
42960,S05,84.910004,9235700,84.040001,84.5,84.830002
42961,S05,85.900002,10625800,84.760002,85,85.43
42962,S05,85.660004,11280200,84.779999,85.300003,84.970001
42965,S05,85.860001,9032900,83.860001,84.970001,85.779999
42966,S05,86.309998,10354500,85.220001,85.849998,86.209999
42967,S05,87.440002,15247100,85.970001,86.230003,86.800003
42968,S05,87.839996,12075300,86.57,86.589996,86.790001
42969,S05,87.639999,9150800,86.82,87.239998,87.529999
42972,S05,87.400002,8076400,86.349998,87.089996,87.330002
42973,S05,87.940002,9425900,87.059998,87.75,87.629997
42974,S05,88.720001,10463500,87.330002,87.949997,88.459999
42975,S05,88.779999,11276200,87.5,87.860001,88.029999
42976,S05,89.779999,17885900,87.739998,88.68,88.400002
42979,S05,89.480003,10273700,88.080002,88.239998,89.129997
42980,S05,88.629997,9944600,87.360001,88.400002,88.110001
42981,S05,88.739998,10601100,87.599998,88.300003,87.940002
42982,S05,88.970001,8721100,87.620003,88.760002,88.040001
42983,S05,88.68,7964000,87.459999,87.459999,88.510002
42986,S05,88.760002,11159500,87.230003,88.599998,88.57
42987,S05,90,12509100,88.82,88.900002,89.989998
42988,S05,89.68,11660200,88.720001,89.160004,88.809998
42989,S05,89.93,10720500,89.150002,89.800003,89.669998
42990,S05,89.660004,9721100,88.510002,89.279999,88.660004
42993,S05,89.669998,8638700,89,89.199997,89.57
42994,S05,89.910004,9835600,89.160004,89.269997,89.529999
42995,S05,90,9680300,88.650002,89.800003,89.349998
42996,S05,90.160004,14397900,88.449997,88.610001,90.110001
42997,S05,90.400002,13191900,,,
43000,S05,89.900002,11766100,,,
43001,S05,90.400002,10056600,89.550003,89.889999,89.669998
43002,S05,90.370003,9578400,89.589996,89.849998,90.260002
43003,S05,90.459999,7867900,89.269997,90.25,89.800003
43004,S05,90.050003,7478100,89.32,89.400002,90.010002
43008,S05,90.199997,13178800,88.730003,90,89.019997
43009,S05,89.449997,7994800,88.129997,88.43,89.239998
43010,S05,88.529999,9837500,87.610001,88.209999,88.529999
43011,S05,88.830002,9308300,88.029999,88.440002,88.370003
43014,S05,89.5,8573000,88.690002,88.870003,89.339996
43015,S05,90.919998,12889100,89.709999,89.75,90.709999
43016,S05,91.300003,9983000,90.529999,91.029999,90.790001
43017,S05,91.029999,8974300,90.110001,90.18,90.669998
43018,S05,90.919998,10353800,89.779999,90.400002,89.980003
43021,S05,91.43,11370000,89.699997,89.919998,90.589996
43022,S05,,9999999999,9999999999,,
43023,S05,,9999999999,9999999999,,
43024,S05,,9999999999,9999999999,,
43025,S05,,9999999999,9999999999,,
43028,S05,,9999999999,9999999999,,
43029,S05,,9999999999,9999999999,,
43030,S05,,9999999999,9999999999,,
43031,S05,,9999999999,9999999999,,
43032,S05,,9999999999,9999999999,,
43035,S05,,9999999999,9999999999,,
43036,S05,,9999999999,9999999999,,
43037,S05,,9999999999,9999999999,,
43038,S05,,9999999999,9999999999,,
43039,S05,,9999999999,9999999999,,
43043,S05,,9999999999,9999999999,,
43044,S05,,9999999999,9999999999,,
43045,S05,,9999999999,9999999999,,
43046,S05,,9999999999,9999999999,,
43049,S05,,9999999999,9999999999,,
43050,S05,,9999999999,9999999999,,
43051,S05,,9999999999,9999999999,,
43052,S05,,9999999999,9999999999,,
43053,S05,,9999999999,9999999999,,
43056,S05,,9999999999,9999999999,,
43057,S05,,9999999999,9999999999,,
43058,S05,,9999999999,9999999999,,
43059,S05,,9999999999,9999999999,,
43060,S05,,9999999999,9999999999,,
43063,S05,,9999999999,9999999999,,
43064,S05,,9999999999,9999999999,,
43065,S05,,9999999999,9999999999,,
43066,S05,,9999999999,9999999999,,
43067,S05,,9999999999,9999999999,,
43070,S05,,9999999999,9999999999,,
43071,S05,,9999999999,9999999999,,
43072,S05,,9999999999,9999999999,,
43073,S05,,9999999999,9999999999,,
43074,S05,,9999999999,9999999999,,
43077,S05,,9999999999,9999999999,,
43078,S05,,9999999999,9999999999,,
43079,S05,,9999999999,9999999999,,
43080,S05,,9999999999,9999999999,,
43081,S05,,9999999999,9999999999,,
43084,S05,,9999999999,9999999999,,
43085,S05,,9999999999,9999999999,,
43086,S05,,9999999999,9999999999,,
43087,S05,,9999999999,9999999999,,
43088,S05,,9999999999,9999999999,,
43091,S05,,9999999999,9999999999,,
43092,S05,,9999999999,9999999999,,
43093,S05,,9999999999,9999999999,,
43094,S05,,9999999999,9999999999,,
43095,S05,,9999999999,9999999999,,
43098,S05,,9999999999,9999999999,,
43099,S05,,9999999999,9999999999,,
43100,S05,,9999999999,9999999999,,
43101,S05,,9999999999,9999999999,,
43102,S05,,9999999999,9999999999,,
43106,S05,,9999999999,9999999999,,
43107,S05,,9999999999,9999999999,,
43108,S05,,9999999999,9999999999,,
43109,S05,,9999999999,9999999999,,
43112,S05,,9999999999,9999999999,,
43113,S05,,9999999999,9999999999,,
43114,S05,,9999999999,9999999999,,
43115,S05,,9999999999,9999999999,,
43116,S05,,9999999999,9999999999,,
43119,S05,,9999999999,9999999999,,
43120,S05,,9999999999,9999999999,,
43121,S05,,9999999999,9999999999,,
43122,S05,,9999999999,9999999999,,
43123,S05,,9999999999,9999999999,,
43126,S05,,9999999999,9999999999,,
43127,S05,,9999999999,9999999999,,
43128,S05,,9999999999,9999999999,,
43129,S05,,9999999999,9999999999,,
43130,S05,,9999999999,9999999999,,
43133,S05,,9999999999,9999999999,,
43134,S05,,9999999999,9999999999,,
43135,S05,,9999999999,9999999999,,
43136,S05,,9999999999,9999999999,,
43137,S05,,9999999999,9999999999,,
43140,S05,,9999999999,9999999999,,
43141,S05,,9999999999,9999999999,,
43142,S05,,9999999999,9999999999,,
43143,S05,,9999999999,9999999999,,
43144,S05,,9999999999,9999999999,,
43147,S05,,9999999999,9999999999,,
43148,S05,,9999999999,9999999999,,
43149,S05,,9999999999,9999999999,,
43150,S05,,9999999999,9999999999,,
43151,S05,,9999999999,9999999999,,
43154,S05,,9999999999,9999999999,,
43155,S05,,9999999999,9999999999,,
43156,S05,,9999999999,9999999999,,
43157,S05,,9999999999,9999999999,,
43158,S05,,9999999999,9999999999,,
43161,S05,,9999999999,9999999999,,
43162,S05,,9999999999,9999999999,,
43163,S05,,9999999999,9999999999,,
43164,S05,,9999999999,9999999999,,
43165,S05,,9999999999,9999999999,,
43168,S05,,9999999999,9999999999,,
43169,S05,,9999999999,9999999999,,
43170,S05,,9999999999,9999999999,,
43171,S05,,9999999999,9999999999,,
43172,S05,,9999999999,9999999999,,
43175,S05,,9999999999,9999999999,,
43176,S05,,9999999999,9999999999,,
43177,S05,,9999999999,9999999999,,
43178,S05,,9999999999,9999999999,,
43179,S05,,9999999999,9999999999,,
43182,S05,,9999999999,9999999999,,
43183,S05,,9999999999,9999999999,,
43184,S05,,9999999999,9999999999,,
43186,S05,,9999999999,9999999999,,
43189,S05,,9999999999,9999999999,,
43190,S05,,9999999999,9999999999,,
43191,S05,,9999999999,9999999999,,
43192,S05,,9999999999,9999999999,,
43193,S05,,9999999999,9999999999,,
43196,S05,,9999999999,9999999999,,
43197,S05,,9999999999,9999999999,,
43198,S05,,9999999999,9999999999,,
43199,S05,,9999999999,9999999999,,
43200,S05,,9999999999,9999999999,,
43203,S05,,9999999999,9999999999,,
43204,S05,,9999999999,9999999999,,
43205,S05,,9999999999,9999999999,,
43206,S05,,9999999999,9999999999,,
43207,S05,,9999999999,9999999999,,
43210,S05,,9999999999,9999999999,,
43211,S05,,9999999999,9999999999,,
43212,S05,,9999999999,9999999999,,
43213,S05,,9999999999,9999999999,,
43214,S05,,9999999999,9999999999,,
43218,S05,,9999999999,9999999999,,
43219,S05,,9999999999,9999999999,,
43220,S05,,9999999999,9999999999,,
43221,S05,,9999999999,9999999999,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
